اشکبار	aSkbAr
آی‌کیو	aykiyu
بتونه	batune
روحوضی	ruhouzi
حسن‌ظن	hosnezann
پیدا‌شده	peydashode
جسمانی	jesmani
رییس‌جمهور	rayisjomhur
برات‌آباد	baratabad
درزه	darze
مثبت‌گرا	mosbatgera
گزارش	gozaresh
بورت	buret
پنهان	penhan
طویله	tavile
سالی	sali
ابومسلم	abumoslem
رهانده	rahande
صاحب‌‌دل	sahebdel
تابکاری	tabkari
سایپادیزل	saypadizel
عانه	ane
السعد	assad
وجوهات	vojuhat
ذوالفقار	zolfaghar
سرشاخه	sarshakhe
مصادیق	masadigh
گریه‌آور	geryeavar
هیجان‌آور	hayajanavar
عبدالله‌زاده	abdollahzade
تعرضی	taarrozi
اوصاف	ousaf
عوارف‌‌المعارف	avarefolmaaref
صعود	soud
تجدیدنظر‌شده	tajdidenazarshode
فعالیتی	faalieeati
معاضدت	moazedat
دهکده	dehkade
هم‌کلاس	hamkelas
مطالعاتی	motaleati
کاروانی	karevani
رمق	ramagh
اندوهگسار	anduhgosar
شناسایی‌‌شده	shenasayishode
اسراییل	esrayil
کناری	kenari
امان‌نامه	amanname
اخترسنجی	akhtarsanji
متخلخل	motekhalkhel
اسلوب	oslub
خاور‌دور	khavaredur
مستهجن	mostahjan
لیره	lire
پارشمن	parshman
شیرسنگی	shirsangi
تاکسی‌بار	taksibar
آشغال	ashghal
بر‌حسب	barhasbe
کرکی	korki
ذکر‌شده	zekrshode
خس	khas
سمیرم	semirom
داد‌و‌فریاد	dadofaryad
بر‌حق	barhaghgh
عالیپور	alipour
تکپران	takparan
نخجیربان	nakhjirban
فلسطینی‌‌تبار	felestinitabar
رجیم	rajim
کفگیر	kafgir
کاروان	karevan
قعر	ghar
لغزانید	laghzanid
میله	mile
رایحه	rayehe
کندرود	kondrud
یاریگری	yarigari
مرمن	mormon
ملقب	molaghghab
ملیحی	malihi
مستلزم	mostalzem
لحاظ	lahaz
آزادمردی	azadmardi
پایان	payan
نیام	niyam
کژ	kazh
ثارالله	sarallah
اپرت	operet
باشکوه	bashokuh
قلهک	gholhak
گنجعلی	ganjali
کتانژانت	kotanzhant
دیگدان	digdan
آتش‌خوار	atashkhar
شهرت	shohrat
بیدار	bidar
زهرایی	zahrayi
فراکسیونی	feraksiyoni
به‌کارگیری	bekargiri
بهجتی	behjati
گوشتی	gushti
شراع	shera
اورژینال	orzhinal
گزارش‌گیری	gozareshgiri
کمک‌‌درسی	komakdarsi
محبوبیت	mahbubieeat
فروگذاشت	forugozasht
ایاب	ayab
بی‌تفاوتی	bitafavoti
آنچنانی	anchenani
تحققی	tahaghghoghi
رفتارگرایی	raftargerayi
تربیت	tarbiyat
تغلب	taghallob
مفتخور	moftkhor
مبارکه	mobarake
زاهده	zahede
پانصد‌ساله	pansadsale
کاهش‌‌یافته	kaheshyafte
خنثی‌سازی	khonsasazi
علی‌‌شاهی	alishahi
غماز	ghammaz
گروه	goruh
طنزآلود	tanzaloud
تجدیدنظرطلبی	tajdidenazartalabi
کم‌‌فروغ	kamfurugh
تصدیق	tasdigh
احمری	ahmari
شروان	shervan
دکور	dekor
ژولیده	zholide
افسون	afsun
رکابدار	rekabdar
سیزده	sizdah
جرمی	jormi
نفخ‌آور	nafkhavar
وظیفه	vazife
جرمگیر	jermgir
عبدالله‌‌خان	abdollahkhan
آئیش	ayesh
عوعو	ouou
نوازشگر	navazeshgar
زبان‌دان	zabandan
چای‌سازی	chaysazi
آزوقه	azughe
ژاپنی‌تبار	zhaponitabar
گرم‌کننده	garmkonande
نیک‌منظر	nikmanzar
خدشه‌پذیر	khadshepazir
لغاز	loghaz
جذبی	jazbi
بیغوله	beyghule
سی‌‌متری	simetri
کسمایی	kasmayi
پنج‌گاه	panjgah
نفخات	nafakhat
اشاعه	eshae
شیفته‌‌وار	shiftevar
اتهام	etteham
پاشلک	pashlak
التیماتوم	oltimatom
علی‌‌الدوام	aladdavam
بازسازی	bazsazi
نیمدار	nimdar
زمین‌به‌هوا	zaminbehava
هشداردهنده	hoshdardahande
فرو‌‌بسته	furubaste
مهتابی	mahtabi
تشنجی	tashannoji
همرهی	hamrahi
صفری	safari
اکسپرسیونیسم	ekspersiyonism
ممسک	momsek
خاکساری	khaksari
لاج	laj
بیم	bim
فالانژ	falanzh
ملک‌نیا	malekniya
سکینه	sakine
ترکمن‌نشین	torkamanneshin
آلش	alesh
فیضی	feyzi
حسن‌بیگی	hasanbeygi
تمرین	tamrin
رجزخوانی	rajazkhani
ممنوع‌الورود	mamnuolvorud
ایمانی	imani
انوری	anvari
متردد	moteradded
نان‌بر	nanbor
قدمت	ghedmat
امامزادگان	emamzadegan
اصلی	asli
خودباوری	khodbavari
سست‌بنیان	sostbonyan
جبران	jobran
پادویی	padoyi
وفیات	vafayat
میگساری	meygosari
بهبود‌یافته	behbudyafte
زیرپوستی	zirpusti
وزن	vazn
چکشخواری	chakoshkhari
عصری	asri
گلوله‌باران	golulebaran
ازبهر	azbahre
قزوین	ghazvin
حاضرجواب	hazerjavab
ماکان	makan
نوبت	noubat
سنواتی	sanavati
معین	moaeean
سیانوژن	siyanozhen
انجامید	anjamid
اتریش	otrish
میکروارگانیسم	mikroorganism
ناکافی	nakafi
دخترباز	dokhtarbaz
فرمانی	farmani
رایانه‌ای	rayanei
آنتیموان	antimuan
ایتربیم	iterbiyom
فوکا	fuka
خشکیزی	khoshkizi
قرار	gharar
کاریکاتوریست	karikatorist
متعارض	motearez
سق	saghgh
ملی	melli
پس‌ماندگی	pasmandegi
غلافی	ghalafi
دو‌نفری	donafari
بروجردی	borujerdi
آرزو	arezu
تحصیل‌کرده	tahsilkarde
نفرون	nefron
آبو	abu
غلتاند	ghaltand
بندی	bandi
بی‌درد	bidard
حقد	heghd
ستوان	sotvan
قابل‌‌دسترسی	ghabeledastresi
قویدل	ghavidel
کدی	kodi
ناخوشنودی	nakhoshnudi
کونین	kaunayn
تثبیت‌شده	tasbitshode
آرمید	aramid
هان	han
متهور	motehavver
تصحیح	tashih
حنبل	hanbal
دردار	dardar
ریزنقش	riznaghsh
گنبدی‌شکل	gonbadishekl
غول	ghul
مدیحه	madihe
الشرع	ashsharستیزه‌گر	setizegar
قرقاول	gharghavol
قرقره‌‌ای	ghergherei
موقت	movaghghat
فداکار	fadakar
چکاوک	chakavak
اورانیم	oraniyom
وعظ	vaz
اشرف	ashraf
قنائی	ghanai
پلمه‌سنگ	polmesang
اخرا	okhra
آتوسا	atusa
کتونی	katuni
رائد	raed
مخازن	makhazen
کم‌‌اثر	kamasar
دایرکتوری	dayrektori
بی‌بها	bibaha
پورکاشیان	pourkashiyan
کدام	kodam
زیرایند	zirayand
گچ‌بر	gachbor
التحریر	attahrir
منگول	mongol
ادهمی	adhami
کهگیلویه	kohgiluye
حسینیه	hossainiee
عفتی	effati
تشریعی	tashriei
داده‌پردازی	dadepardazi
نهاوند	nahavand
تفرقه‌افکن	tafragheafkan
آنتراسیت	antrasit
حاجت	hajat
فراخ	farakh
طهران	tehran
جویده	javide
هنگامی‌که	hengamike
تهیدستی	tohidasti
نفوذپذیری	nofuzpaziri
تیز	tiz
یکه‌تاز	yekketaz
تحمیل	tahmil
جامائیکا	jamaika
سلطان‌آباد	soltanabad
فان	fan
ثابتی	sabeti
ازبین‌رفته	azbeynrafte
هوس‌پرستی	havasparasti
طرلان	tarlan
بلندپروازی	bolandparvazi
آموزه	amuze
ژرژ	zhorzh
بادقت	badeghghat
استخوان‌پزشکی	ostekhanpezeshki
تجوید	tajvid
پرمشغله	pormashghale
زیا	ziya
خایه‌مالی	khayemali
میمیک	mimik
عریان	oryan
بغض	boghz
ملالت	malalat
نپسندیده	napasandide
وقیحانه	vaghihane
پاره‌شده	pareshode
کاترپیلار	katerpilar
اصطهباناتی	estahbanati
توسعه‌نیافتگی	touseenayaftegi
تقلید	taghlid
بلاهت	balahat
راستکی	rastaki
علی	ali
کلوکه	keloke
غورباغه	ghurbaghe
بی‌رنگ	birang
گود‌برداری	goudbardari
شدت	sheddat
ربطی	rabti
احسان‌الله	ehsanollah
بی‌غمی	bighami
عمو	amu
منفعت‌طلبانه	manfaattalabane
اخرائی	okhrai
مزرعه‌دار	mazraedar
اردویی	orduyi
نصرتی	nosrati
مضایق	mazayegh
فاگوسیت	fagosit
مرصع	morassa
افواهی	afvahi
طره	torre
وطنی	vatani
رهنمود	rahnemoud
مرتبه	martabe
کاینات	kayenat
نعلین	naleyn
کاربند	karband
واترپروف	vaterporuf
متبحر	motebahher
مونیخ	munikh
صورت‌‌بندی	suratbandi
غرض‌‌ورز	gharazvarz
شکسپیر	shekspir
لپک	lapak
گستاخی	gostakhi
مستحبی	mostahabbi
آوازه	avaze
کمپرسی	komperesi
خداوند	khodavand
بهداشتی	behdashti
ازمابهتران	azmabehtaran
کباب	kabab
دادگر	dadgar
شیعه	shie
زیرجلی	zirjoli
مظفرشاه	mozaffarshah
الیم	alim
پیما	peyma
مبهی	mobahhi
بازی‌درمانی	bazidarmani
گل‌آقایی	golaghayi
رشوه‌گیر	reshvegir
قضایی	ghazayi
اینترپول	interpol
برتری‌طلبی	bartaritalabi
کلاه‌‌خود	kolahkhud
نمازخوان	namazkhan
کفترک	kaftarak
سپرده	seporde
قلدر	gholdor
قاضی‌‌نژاد	ghazinezhad
دیر‌باور	dirbavar
شبه‌علمی	shebheelmi
لیم	lim
چرا	chara
عمار	ammar
گلزاری	golzari
غافر	ghafer
پرمهر	pormehr
املاح	amlah
نورافکن	nurafkan
خشکبار	khoshkbar
دعوتی	davati
بمب‌‌افکن	bombafkan
مواریث	mavaris
هرگز	hargez
خرقه‌پوش	kherghepush
مک	mak
پروتئین	porotein
امتزاج	emtezaj
احول	ahval
جوین	jovin
مصلحت‌اندیشانه	maslehatandishane
فیضیه	feyziee
ملحمه	malhame
امیرنشین	amirneshin
آبخوان	abkhan
کرمانشاهی	kermanshahi
احقاق	ehghagh
تکراری	tekrari
مطالبه	motalebe
حیوان‌صفت	heivansefat
رطوبی	rutubi
فن‌‌آور	fanavar
چارچار	charchar
خیابان	khiyaban
شفایی	shafayi
وطن‌پرست	vatanparast
هیجان‌انگیز	hayajanangiz
خیالاتی	khiyalati
گیر‌و‌دار	girodar
سیسیل	sisil
عنایات	enayat
اساسی	asasi
تولارمی	tularmi
افخمی	afkhami
تواب	tavvab
آهنگری	ahangari
لاهیجانی	lahijani
دیاگرام	diyageram
ناآشنائی	naashenai
زیادتی	ziyadati
معهود	mahud
آفرینندگی	afarinandegi
غیر‌‌مطمئن	gheyremotmaen
توصیف‌شده	tousifshode
غبن	ghabn
دوباره	dobare
به‌هم‌ریختگی	behamrikhtegi
رهسپاری	rahsepari
غیرمترقبه	gheyremotaraghghebe
اختر	akhtar
ارده‌ای	ardei
داروگر	darugar
کاهو	kahu
هندیجان	hendijan
شمالی	shomali
کلاره	kelare
ورودیه	vorudiee
مدارس	madares
غیرموازی	gheyremovazi
نایل	nayel
سورسات	sursat
توز	tuz
لزجت	lazjat
یکسوساز	yeksusaz
مال‌اندوز	malandouz
حایل	hayel
اعداء	ada
مرکوری	merkuri
صحرایی	sahrayi
سالخورده	salkhorde
زوجین	zoujeyn
رحیم	rahim
گلکاری	golkari
عزیزخان	azizkhan
تعلق	taallogh
تیراژه	tirazhe
شیرده	shirdeh
گودال	goudal
آرزومند	arezumand
شکاک	shakkak
حفره	hofre
ایهام	iham
موکول	moukul
کوفه	kufe
الفباء	alefba
مقاله‌نویسی	maghalenevisi
اعدام	eedam
میبدی	meybodi
رختشور	rakhtshur
استیضاح	estizah
هم‌نوع‌خوار	hamnoukhar
قبرستان	ghabrestan
کروماتوگرافی	koromatogerafi
دو‌هزارساله	dohezarsale
سعایت	saayat
نجف‌آبادی	najafabadi
دستمزدی	dastmozdi
ده‌ساله	dahsale
الزهرا	azzahra
بیست‌گانه	bistgane
اجماعی	ejmai
خیزش	khizesh
نو‌مسلمان	noumosalman
مشغله	mashghale
تحکم‌آمیز	tahakkomamiz
قیراندود	ghirandud
بهاییت	bahayieeat
بابلسر	babolsar
متصوفه	motesavvefe
پیشدادی	pishdadi
مداوا	modava
انجیر	anjir
بدلی	badali
فته	fate
مستدعی	mostadei
امضاء‌شده	emzashode
ناپایداری	napaydari
ده‌رقمی	dahraghami
متکلف	motekallef
حراستی	herasati
مغلوب	maghlub
خرمشهری	khorramshahri
آدمیزاد	adamizad
حائری	haeri
فقیر	faghir
براهماپوترا	berahmaputra
منیت	manieeat
سلطانیه	soltaniee
ناایمنی	naimeni
گواهینامه	govahiname
کشوئی	keshouei
گردون	gardun
نخاع	nokha
جونده	javande
گردآلود	gerdaloud
تن‌پوش	tanpush
یخنی	yakhni
نمره‌ای	nomrei
روده‌بند	rudeband
صلح‌جویانه	solhjuyane
مستغلات	mostaghellat
خجالت‌آور	khejalatavar
پارینه‌سنگی	parinesangi
فرآوری	faravari
درونزاد	darunzad
راسب	raseb
اعمی	ama
مداحی	maddahi
صدری	sadri
فرسوده	farsude
عیوب	oyub
ناظمی	nazemi
پاک‌دامن	pakdaman
تی	tey
نکو	neku
بن‌لادن	benladen
خلل‌پذیر	khelalpazir
خاصه	khasse
اسلام‌پناه	eslampanah
رزم‌دیده	razmdide
قرینه	gharine
بی‌ارتباط	biertebat
لقاء‌الله	leghaallah
جمشیدیان	jamshidiyan
فردیت	fardieeat
پرویزن	parvizan
بهبود‌سازی	behbudsazi
تمبرهندی	tamrehendi
غمکده	ghamkade
زودهنگام	zudhengam
مولودی	mouloudi
کوتیکول	kutikul
قلدری	gholdori
گشنگیری	goshngiri
زها‌زه	zehaze
طهرانی	tehrani
بی‌گناهی	bigonahi
معجزآسا	mojezeasa
لیچ	lich
غیرقابل‌‌انکار	gheyreghabeleenkar
افزون‌بر‌این	afzunbarin
غر	ghor
موریس	muris
چرخانید	charkhanid
مناجات‌نامه	monajatname
فرخ‌‌شهر	farrokhshahr
نایچه	nayche
گردانندگی	gardanandegi
چاتمه	chatme
ممکنه	momkene
پشندی	pashandi
ناگواری	nagovari
سدسازی	sadsazi
وجدانیات	vojdanieeat
خراط	kharrat
فتنه‌‌انگیز	fetneangiz
مباشر	mobasher
دریوزه‌گری	daryuzegari
همریشه	hamrishe
گیج‌کننده	gijkonande
پالان‌دوز	palandouz
جاست	jast
نیک‌فرجامی	nikfarjami
مانیتور	manitor
مادرخوانده	madarkhande
لیبرالیسم	liberalism
باتلاق	batlagh
منقور	manghur
بیمناک	bimnak
جاکش	jakesh
مناسک	manasek
بیوت	buyut
مصون‌سازی	masunsazi
کم‌‌طاقت	kamtaghat
ابونعیم	abunaim
نمایشنامه‌نویس	namayeshnamenevis
برگی	bargi
رقت‌انگیز	reghghatangiz
دیمکار	deymkar
بزرگواری	bozorgvari
شگرد	shegerd
قلعی	ghalei
خوش‌نشین	khoshneshin
مدهش	modhesh
غیردانشگاهی	gheyredaneshgahi
سرهم‌بندی	sarhambandi
کالونیسم	kalvanism
ملحقات	molhaghat
بخشنده	bakhshande
چکاپ	chekap
پنکه	panke
بلاعزل	belaazl
قوام	ghavam
پدر	pedar
اپراه	operah
وام‌گیری	vamgiri
انصارالمهدی	ansarolmahdi
سفره‌ماهی	sofremahi
آرشیو	arshiv
رقص‌کنان	raghskonan
گیاهی	giyahi
آدرس	adres
بی‌نوائی	binavai
تکاب	takab
یاسمن	yasaman
کتره‌‌ای	katrei
زنده‌یاد	zendeyad
بی‌توجهی	bitavajjohi
چشمی	cheshmi
امری	amri
آشتیان	ashtiyan
گریه	gerye
زیادت	ziyadat
رفتار	raftar
اخیرالذکر	akhirozzekr
مسکوک	maskuk
گجرات	gojarat
انبوه‌ساز	anbuhsaz
تربیت‌شده	tarbiyatshode
عایقی	ayeghi
جیبی	jibi
دیالکتیک	diyalektik
آموختنی	amukhtani
تروریستی	teroristi
شاغلام	shagholam
مفقودالاثر	mafghudolasar
رزمگاه	razmgah
چران	charan
نخست‌وزیر	nokhostvazir
ضد‌‌تروریستی	zeddeteroristi
جگرخراش	jegarkharash
خرک	kharak
کربنات	karbonat
رنگرزی	rangrazi
اعتنا	eetena
به‌خوبی	bekhubi
بایسنقر	baysonghor
بیشینه	bishine
لخت	lakht
فرماندهی	farmandehi
زنگوله	zangule
صفر	safar
سریع‌السیر	sariosseyr
مرغوبیت	marghubieeat
برخور	barkhor
نادقیق	nadaghigh
وند	vand
عوامل	avamel
تماشاگر‌پسند	tamashgarpasand
تشریف‌فرمایی	tashriffarmayi
صمیمیت	samimieeat
متمایزکننده	motemayezkonande
شارلمانی	sharlomani
پورعرب	pourarab
سایز	sayz
جرگه	jarge
ارایه‌شده	erayeshode
توفق	tavaffogh
گیسو	gisu
بابابزرگ	bababozorg
امورات	omurat
تخمین	takhmin
فوکو	foko
سلخ	salkh
آبله	able
بی‌آغاز	biaghaz
زوجیت	zoujieeat
شب‌‌کار	shabkar
فشار‌‌قوی	fesharghavi
نیجر	nijer
نا‌مربوط	namarbut
رشته‌خشکار	reshtekhoshkar
مشهدی	mashhadi
خورانده	khorande
کلوخ‌کوب	kulukhkub
بی‌معنائی	bimanai
بورژوائی	burzhuvai
پول‌دار	puldar
از‌پیش‌تعیین‌شده	azpishtayinshode
عربی‌‌نویس	arabinevis
صحیح	sahih
آبریز	abriz
گذرنامه	gozarname
کمانک	kamanak
فصح	fasah
حرامزاده	haramzade
بیگدلی	bigdeli
تروتسکیسم	teroteskism
افسانه‌سازی	afsanesazi
سالن	salon
صبح‌‌خیز	sobhkhiz
اوورتور	overtur
تذبذب	tazabzob
خلع	khalسازمان‌یابی	sazmanyabi
دمپر	damper
مکانیزم	mekanizm
رنگ	rang
هیدر	hidr
زمزمه‌کنان	zemzemekonan
ارخالق	arkhalogh
لیل	layl
متابعت	motabeat
پیمانه‌ای	peymanei
انگلیسی‌تبار	engelisitabar
وثوق‌الدوله	vosughoddoule
آوردگاه	avardgah
بایزید	bayazid
نمک‌دوست	namakdust
اریحا	ariha
بی‌تابی	bitabi
مولوی‌شناس	moulavishenas
بهزاد	behzad
واپس	vapas
مخزن‌الاسرار	makhzanolasrar
استحکامی	estehkami
المصری	almesri
برادر	baradar
متمسک	motemassek
ایتالیک	italik
تسهیلاتی	tashilati
اسپرماتوزویید	espermatozoyid
خوابیده	khabide
مرتاض	mortaz
قلم‌انداز	ghalamandaz
سهمیه‌ای	sahmieei
ده‌دشت	dehdasht
اسلام‌گرایانه	eslamgerayane
حساب‌شده	hesabshode
نجومی	nojumi
خسروآبادی	khosrouabadi
کوا	keva
پیمانکار	peymankar
کفور	kafur
ترمیناتور	terminator
یاخته‌ای	yakhtei
درست‌کاری	dorostkari
